#Average fold change data from ChIP-seq & RNA-seq across 3 growth stages (logarithmic phase, transition point, stationary phase) on minimal medium. From paper DOI: 10.1128/JB.00411-18 Supplemental file 4 https://jb.asm.org/highwire/filestream/299446/field_highwire_adjunct_files/3/JB.00411-18-sd004.xlsx#
TF	Gene	F_avg	F_sd	F_corrected	Regulation_direct	PS	PS_corrected	kd (units.mol/units.L)
"lrp"	"lptB"	0.20	0.05	NaN	1	-	-	-
"lrp"	"rpoN"	-0.27	0.52	NaN	-1	-	-	-
"lrp"	"hpf"	-0.41	0.84	NaN	-1	-	-	-
"lrp"	"ptsN"	-0.28	0.85	NaN	-1	-	-	-
"lrp"	"npr"	-0.24	0.33	NaN	-1	-	-	-
"lrp"	"yrbL"	-0.20	0.14	NaN	-1	-	-	-
"lrp"	"mtgA"	-0.67	1.04	NaN	-1	-	-	-
"lrp"	"elbB"	-0.37	0.93	NaN	-1	-	-	-
"lrp"	"arcZ"	-0.93	1.47	NaN	-1	-	-	-
"lrp"	"arcB"	-0.56	0.60	NaN	-1	-	-	-
"lrp"	"gltB"	3.44	1.46	NaN	1	-	-	-
"lrp"	"gltD"	3.04	1.55	NaN	1	-	-	-
"lrp"	"yhcA"	1.37	0.63	NaN	1	-	-	-
"lrp"	"yhcF"	-0.09	0.05	NaN	-1	-	-	-
"lrp"	"yhcG"	0.23	0.91	NaN	1	-	-	-
"lrp"	"yhcH"	0.19	0.28	NaN	1	-	-	-
"lrp"	"nanA"	0.11	0.72	NaN	1	-	-	-
"lrp"	"dcuD"	0.03	0.92	NaN	1	-	-	-
"lrp"	"nanR"	0.04	0.27	NaN	1	-	-	-
"lrp"	"sspA"	0.42	0.24	NaN	1	-	-	-
"lrp"	"rpsI"	-0.65	1.04	NaN	-1	-	-	-
"lrp"	"rplM"	-0.80	1.09	NaN	-1	-	-	-
"lrp"	"zapE"	-0.30	0.49	NaN	-1	-	-	-
"lrp"	"yhcB"	0.54	1.06	NaN	1	-	-	-
"lrp"	"degQ"	0.07	0.24	NaN	1	-	-	-
"lrp"	"degS"	-0.09	0.67	NaN	-1	-	-	-
"lrp"	"mdh"	-0.01	0.49	NaN	-1	-	-	-
"lrp"	"argR"	-0.08	1.18	NaN	-1	-	-	-
"lrp"	"yhcN"	-0.23	1.46	NaN	-1	-	-	-
"lrp"	"yhcO"	0.18	0.56	NaN	1	-	-	-
"lrp"	"aaeB"	-0.19	0.25	NaN	-1	-	-	-
"lrp"	"aaeR"	0.17	0.44	NaN	1	-	-	-
"lrp"	"aaeX"	0.53	0.38	NaN	1	-	-	-
"lrp"	"tldD"	0.11	0.16	NaN	1	-	-	-
"lrp"	"mreD"	-0.11	0.27	NaN	-1	-	-	-
"lrp"	"mreB"	-0.19	0.24	NaN	-1	-	-	-
"lrp"	"yhdH"	0.52	0.59	NaN	1	-	-	-
"lrp"	"csrD"	0.15	0.43	NaN	1	-	-	-
"lrp"	"accB"	0.21	0.24	NaN	1	-	-	-
"lrp"	"yhdT"	0.03	0.26	NaN	1	-	-	-
"lrp"	"prmA"	-0.07	0.32	NaN	-1	-	-	-
"lrp"	"dusB"	-0.77	0.65	NaN	-1	-	-	-
"lrp"	"yhdJ"	0.47	0.35	NaN	1	-	-	-
"lrp"	"yhdU"	-0.04	0.27	NaN	-1	-	-	-
"lrp"	"envR"	-2.00	0.00	NaN	-1	-	-	-
"lrp"	"acrE"	0.17	0.20	NaN	1	-	-	-
"lrp"	"yhdV"	0.09	1.89	NaN	1	-	-	-
"lrp"	"yhdW"	2.55	2.78	NaN	1	-	-	-
"lrp"	"rrfF"	0.45	0.87	NaN	1	-	-	-
"lrp"	"rrsD"	1.67	0.00	NaN	1	-	-	-
"lrp"	"yrdA"	0.27	0.40	NaN	1	-	-	-
"lrp"	"yrdB"	-0.08	0.45	NaN	-1	-	-	-
"lrp"	"tsaC"	-0.10	0.20	NaN	-1	-	-	-
"lrp"	"smg"	0.48	0.53	NaN	1	-	-	-
"lrp"	"def"	0.17	0.38	NaN	1	-	-	-
"lrp"	"smf"	0.25	0.27	NaN	1	-	-	-
"lrp"	"rsmB"	-0.26	0.74	NaN	-1	-	-	-
"lrp"	"mscL"	0.20	0.42	NaN	1	-	-	-
"lrp"	"arfA"	0.60	1.15	NaN	1	-	-	-
"lrp"	"zntR"	0.40	0.94	NaN	1	-	-	-
"lrp"	"yhdN"	0.27	0.83	NaN	1	-	-	-
"lrp"	"rplQ"	-0.60	0.92	NaN	-1	-	-	-
"lrp"	"rpoA"	-0.56	0.96	NaN	-1	-	-	-
"lrp"	"rpsD"	-0.32	0.87	NaN	-1	-	-	-
"lrp"	"rpsK"	-0.44	0.82	NaN	-1	-	-	-
"lrp"	"rpsM"	-0.45	0.57	NaN	-1	-	-	-
"lrp"	"rpmJ"	-0.20	0.59	NaN	-1	-	-	-
"lrp"	"secY"	-0.33	0.79	NaN	-1	-	-	-
"lrp"	"rplO"	-0.28	0.83	NaN	-1	-	-	-
"lrp"	"rpsE"	-0.18	0.80	NaN	-1	-	-	-
"lrp"	"rplR"	-0.14	0.82	NaN	-1	-	-	-
"lrp"	"rplF"	-0.24	0.85	NaN	-1	-	-	-
"lrp"	"rpsH"	-0.34	0.93	NaN	-1	-	-	-
"lrp"	"rpsN"	-0.47	0.92	NaN	-1	-	-	-
"lrp"	"rplE"	-0.25	1.03	NaN	-1	-	-	-
"lrp"	"rplX"	-0.23	0.86	NaN	-1	-	-	-
"lrp"	"rplN"	-0.30	0.73	NaN	-1	-	-	-
"lrp"	"rpsQ"	-0.48	0.61	NaN	-1	-	-	-
"lrp"	"rpmC"	-0.70	0.68	NaN	-1	-	-	-
"lrp"	"rplP"	-0.61	1.11	NaN	-1	-	-	-
"lrp"	"rpsC"	-0.94	1.42	NaN	-1	-	-	-
"lrp"	"rplV"	-1.21	1.82	NaN	-1	-	-	-
"lrp"	"rplB"	-1.16	1.91	NaN	-1	-	-	-
"lrp"	"rplW"	-1.35	1.97	NaN	-1	-	-	-
"lrp"	"rplD"	-1.17	2.18	NaN	-1	-	-	-
"lrp"	"rplC"	-1.26	1.97	NaN	-1	-	-	-
"lrp"	"rpsJ"	-1.34	1.75	NaN	-1	-	-	-
"lrp"	"gspC"	-2.07	1.45	NaN	-1	-	-	-
"lrp"	"gspA"	-0.07	0.43	NaN	-1	-	-	-
"lrp"	"bfr"	-0.03	0.55	NaN	-1	-	-	-
"lrp"	"chiA"	-0.13	0.09	NaN	-1	-	-	-
"lrp"	"tufA"	-0.22	0.81	NaN	-1	-	-	-
"lrp"	"fusA"	-0.44	1.11	NaN	-1	-	-	-
"lrp"	"rpsG"	-0.34	0.79	NaN	-1	-	-	-
"lrp"	"rpsL"	-0.34	0.78	NaN	-1	-	-	-
"lrp"	"tusB"	0.09	0.26	NaN	1	-	-	-
"lrp"	"yheO"	0.06	0.16	NaN	1	-	-	-
"lrp"	"slyX"	0.22	0.81	NaN	1	-	-	-
"lrp"	"fkpA"	0.33	0.63	NaN	1	-	-	-
"lrp"	"slyD"	0.31	0.41	NaN	1	-	-	-
"lrp"	"yheV"	0.20	0.47	NaN	1	-	-	-
"lrp"	"prkB"	0.20	0.40	NaN	1	-	-	-
"lrp"	"yhfA"	-0.12	0.41	NaN	-1	-	-	-
"lrp"	"crp"	0.32	0.63	NaN	1	-	-	-
"lrp"	"yhfK"	-1.30	0.98	NaN	-1	-	-	-
"lrp"	"argD"	-0.31	3.11	NaN	-1	-	-	-
"lrp"	"pabA"	0.21	0.28	NaN	1	-	-	-
"lrp"	"fic"	0.69	0.44	NaN	1	-	-	-
"lrp"	"ppiA"	-0.07	0.41	NaN	-1	-	-	-
"lrp"	"tsgA"	-0.14	0.59	NaN	-1	-	-	-
"lrp"	"nirB"	-0.34	1.27	NaN	-1	-	-	-
"lrp"	"nirD"	-0.36	1.23	NaN	-1	-	-	-
"lrp"	"cysG"	0.04	0.44	NaN	1	-	-	-
"lrp"	"yhfL"	-0.42	0.55	NaN	-1	-	-	-
"lrp"	"frlA"	0.65	0.00	NaN	1	-	-	-
"lrp"	"frlR"	0.43	0.60	NaN	1	-	-	-
"lrp"	"yhfY"	0.26	0.58	NaN	1	-	-	-
"lrp"	"trpS"	0.15	0.37	NaN	1	-	-	-
"lrp"	"rpe"	-0.01	0.36	NaN	-1	-	-	-
"lrp"	"dam"	-0.49	0.31	NaN	-1	-	-	-
"lrp"	"damX"	-0.19	0.14	NaN	-1	-	-	-
"lrp"	"aroB"	-0.18	0.20	NaN	-1	-	-	-
"lrp"	"aroK"	0.03	0.32	NaN	1	-	-	-
"lrp"	"mrcA"	-0.28	0.15	NaN	-1	-	-	-
"lrp"	"hofM"	-0.02	0.76	NaN	-1	-	-	-
"lrp"	"nudE"	0.16	0.97	NaN	1	-	-	-
"lrp"	"yrfF"	-0.06	0.09	NaN	-1	-	-	-
"lrp"	"hslR"	0.39	0.40	NaN	1	-	-	-
"lrp"	"hslO"	0.20	0.03	NaN	1	-	-	-
"lrp"	"yhgE"	0.00	0.28	NaN	-1	-	-	-
"lrp"	"pck"	-0.26	0.87	NaN	-1	-	-	-
"lrp"	"ompR"	0.36	0.14	NaN	1	-	-	-
"lrp"	"greB"	0.26	0.26	NaN	1	-	-	-
"lrp"	"yhgF"	-0.93	1.13	NaN	-1	-	-	-
"lrp"	"feoA"	0.11	0.42	NaN	1	-	-	-
"lrp"	"yhgA"	-0.18	0.61	NaN	-1	-	-	-
"lrp"	"gntX"	0.33	0.51	NaN	1	-	-	-
"lrp"	"bioH"	0.52	0.49	NaN	1	-	-	-
"lrp"	"nfuA"	0.93	1.51	NaN	1	-	-	-
"lrp"	"gntT"	0.16	0.31	NaN	1	-	-	-
"lrp"	"malQ"	-0.36	0.88	NaN	-1	-	-	-
"lrp"	"malP"	-0.33	1.03	NaN	-1	-	-	-
"lrp"	"malT"	-0.30	0.77	NaN	-1	-	-	-
"lrp"	"rtcA"	0.49	0.33	NaN	1	-	-	-
"lrp"	"rtcB"	0.56	0.64	NaN	1	-	-	-
"lrp"	"glpR"	-0.56	0.60	NaN	-1	-	-	-
"lrp"	"glpG"	-0.17	0.12	NaN	-1	-	-	-
"lrp"	"glpE"	0.35	0.75	NaN	1	-	-	-
"lrp"	"glpD"	0.01	0.86	NaN	1	-	-	-
"lrp"	"yzgL"	-0.71	0.64	NaN	-1	-	-	-
"lrp"	"glgP"	-0.37	0.92	NaN	-1	-	-	-
"lrp"	"glgA"	-0.30	1.01	NaN	-1	-	-	-
"lrp"	"glgC"	-0.53	1.33	NaN	-1	-	-	-
"lrp"	"glgX"	-0.49	1.15	NaN	-1	-	-	-
"lrp"	"glgB"	-0.42	1.37	NaN	-1	-	-	-
"lrp"	"yhgN"	0.52	1.09	NaN	1	-	-	-
"lrp"	"gntU"	-0.19	0.68	NaN	-1	-	-	-
"lrp"	"gntK"	0.45	0.36	NaN	1	-	-	-
"lrp"	"gntR"	0.21	0.20	NaN	1	-	-	-
"lrp"	"yhhW"	0.19	0.56	NaN	1	-	-	-
"lrp"	"yhhX"	0.18	0.21	NaN	1	-	-	-
"lrp"	"ryhB"	-0.60	0.58	NaN	-1	-	-	-
"lrp"	"yhhY"	0.35	0.34	NaN	1	-	-	-
"lrp"	"yhhZ"	1.26	0.00	NaN	1	-	-	-
"lrp"	"insAB-6"	0.59	0.94	NaN	1	-	-	-
"lrp"	"yrhB"	0.63	0.55	NaN	1	-	-	-
"lrp"	"yhhA"	0.99	0.77	NaN	1	-	-	-
"lrp"	"ugpQ"	0.32	0.13	NaN	1	-	-	-
"lrp"	"ugpB"	0.69	0.28	NaN	1	-	-	-
"lrp"	"livH"	2.35	2.05	NaN	1	-	-	-
"lrp"	"livK"	3.28	0.50	NaN	1	-	-	-
"lrp"	"panZ"	-1.05	0.58	NaN	-1	-	-	-
"lrp"	"livJ"	-0.92	1.40	NaN	-1	-	-	-
"lrp"	"rpoH"	0.61	0.78	NaN	1	-	-	-
"lrp"	"ftsX"	0.05	0.22	NaN	1	-	-	-
"lrp"	"rsmD"	0.15	0.62	NaN	1	-	-	-
"lrp"	"yhhN"	0.37	0.24	NaN	1	-	-	-
"lrp"	"yhhM"	0.36	0.93	NaN	1	-	-	-
"lrp"	"zntA"	0.39	0.72	NaN	1	-	-	-
"lrp"	"tusA"	-0.10	0.78	NaN	-1	-	-	-
"lrp"	"yhhQ"	-0.08	0.18	NaN	-1	-	-	-
"lrp"	"dcrB"	0.37	0.53	NaN	1	-	-	-
"lrp"	"yhhS"	0.14	0.47	NaN	1	-	-	-
"lrp"	"yhhT"	0.03	0.50	NaN	1	-	-	-
"lrp"	"nikA"	-0.55	1.07	NaN	-1	-	-	-
"lrp"	"nikB"	-0.17	1.56	NaN	-1	-	-	-
"lrp"	"nikC"	-0.71	0.07	NaN	-1	-	-	-
"lrp"	"nikD"	0.09	0.40	NaN	1	-	-	-
"lrp"	"nikE"	-0.57	0.25	NaN	-1	-	-	-
"lrp"	"nikR"	0.57	0.79	NaN	1	-	-	-
"lrp"	"rhsB"	0.01	0.37	NaN	1	-	-	-
"lrp"	"yhhI"	0.21	1.11	NaN	1	-	-	-
"lrp"	"yhhJ"	-0.07	0.73	NaN	-1	-	-	-
"lrp"	"yhiI"	0.71	0.64	NaN	1	-	-	-
"lrp"	"yhiJ"	0.31	0.19	NaN	1	-	-	-
"lrp"	"yhiM"	-0.37	0.79	NaN	-1	-	-	-
"lrp"	"yhiN"	0.64	0.18	NaN	1	-	-	-
"lrp"	"pitA"	-0.17	0.33	NaN	-1	-	-	-
"lrp"	"uspB"	0.75	0.77	NaN	1	-	-	-
"lrp"	"uspA"	0.23	0.33	NaN	1	-	-	-
"lrp"	"dtpB"	-2.21	1.43	NaN	-1	-	-	-
"lrp"	"prlC"	0.40	0.24	NaN	1	-	-	-
"lrp"	"rlmJ"	0.25	0.29	NaN	1	-	-	-
"lrp"	"gor"	0.18	0.40	NaN	1	-	-	-
"lrp"	"dinQ"	-0.38	0.41	NaN	-1	-	-	-
"lrp"	"agrA"	-0.16	0.25	NaN	-1	-	-	-
"lrp"	"agrB"	1.03	1.48	NaN	1	-	-	-
"lrp"	"arsR"	1.31	1.68	NaN	1	-	-	-
"lrp"	"insH-11"	0.40	0.52	NaN	1	-	-	-
"lrp"	"slp"	-0.01	0.05	NaN	-1	-	-	-
"lrp"	"yhiD"	0.00	1.20	NaN	1	-	-	-
"lrp"	"hdeB"	0.24	0.41	NaN	1	-	-	-
"lrp"	"hdeA"	0.22	0.39	NaN	1	-	-	-
"lrp"	"hdeD"	0.27	0.38	NaN	1	-	-	-
"lrp"	"gadE"	0.15	0.36	NaN	1	-	-	-
"lrp"	"arrS"	-0.65	0.83	NaN	-1	-	-	-
"lrp"	"gadF"	-0.11	0.47	NaN	-1	-	-	-
"lrp"	"mdtE"	-0.50	0.85	NaN	-1	-	-	-
"lrp"	"gadW"	1.18	0.26	NaN	1	-	-	-
"lrp"	"gadY"	0.90	1.44	NaN	1	-	-	-
"lrp"	"gadX"	-0.13	0.01	NaN	-1	-	-	-
"lrp"	"gadA"	-0.20	1.57	NaN	-1	-	-	-
"lrp"	"yhjA"	0.18	0.76	NaN	1	-	-	-
"lrp"	"treF"	0.42	0.23	NaN	1	-	-	-
"lrp"	"yhjB"	-0.45	0.25	NaN	-1	-	-	-
"lrp"	"yhjC"	0.20	0.26	NaN	1	-	-	-
"lrp"	"yhjD"	0.06	0.51	NaN	1	-	-	-
"lrp"	"yhjE"	2.50	1.34	NaN	1	-	-	-
"lrp"	"yhjG"	0.03	0.44	NaN	1	-	-	-
"lrp"	"pdeH"	0.37	0.07	NaN	1	-	-	-
"lrp"	"kdgK"	0.28	0.47	NaN	1	-	-	-
"lrp"	"yhjJ"	0.07	0.58	NaN	1	-	-	-
"lrp"	"dctA"	0.23	0.96	NaN	1	-	-	-
"lrp"	"pdeK"	0.05	0.35	NaN	1	-	-	-
"lrp"	"bcsB"	-0.09	0.32	NaN	-1	-	-	-
"lrp"	"yhjR"	0.38	1.10	NaN	1	-	-	-
"lrp"	"bcsE"	0.04	0.19	NaN	1	-	-	-
"lrp"	"rdlD"	0.18	0.96	NaN	1	-	-	-
"lrp"	"ldrD"	-0.09	1.06	NaN	-1	-	-	-
"lrp"	"yhjV"	-0.60	0.49	NaN	-1	-	-	-
"lrp"	"dppF"	-1.84	0.26	NaN	-1	-	-	-
"lrp"	"dppD"	-1.60	0.58	NaN	-1	-	-	-
"lrp"	"dppC"	-1.80	0.36	NaN	-1	-	-	-
"lrp"	"dppB"	-2.18	0.84	NaN	-1	-	-	-
"lrp"	"dppA"	-1.93	0.74	NaN	-1	-	-	-
"lrp"	"proK"	-0.06	0.45	NaN	-1	-	-	-
"lrp"	"eptB"	0.17	0.73	NaN	1	-	-	-
"lrp"	"yhjX"	-0.49	0.62	NaN	-1	-	-	-
"lrp"	"yhjY"	0.35	0.31	NaN	1	-	-	-
"lrp"	"tag"	-0.04	0.33	NaN	-1	-	-	-
"lrp"	"yiaD"	-0.21	0.32	NaN	-1	-	-	-
"lrp"	"bisC"	0.06	0.28	NaN	1	-	-	-
"lrp"	"ghrB"	-0.62	0.94	NaN	-1	-	-	-
"lrp"	"yiaF"	0.38	0.63	NaN	1	-	-	-
"lrp"	"yiaG"	-0.24	0.83	NaN	-1	-	-	-
"lrp"	"cspA"	-0.19	1.06	NaN	-1	-	-	-
"lrp"	"insJ"	0.52	0.00	NaN	1	-	-	-
"lrp"	"hokA"	0.03	0.00	NaN	1	-	-	-
"lrp"	"glyS"	-0.25	0.77	NaN	-1	-	-	-
"lrp"	"glyQ"	0.15	0.29	NaN	1	-	-	-
"lrp"	"ysaB"	0.56	0.96	NaN	1	-	-	-
"lrp"	"yiaB"	0.86	0.46	NaN	1	-	-	-
"lrp"	"xylA"	0.13	0.15	NaN	1	-	-	-
"lrp"	"xylF"	0.31	0.27	NaN	1	-	-	-
"lrp"	"xylR"	-0.01	0.17	NaN	-1	-	-	-
"lrp"	"bax"	-0.02	0.16	NaN	-1	-	-	-
"lrp"	"malS"	0.18	0.50	NaN	1	-	-	-
"lrp"	"avtA"	0.78	0.22	NaN	1	-	-	-
"lrp"	"ysaA"	0.07	0.60	NaN	1	-	-	-
"lrp"	"yiaJ"	-0.08	0.14	NaN	-1	-	-	-
"lrp"	"yiaK"	0.44	1.06	NaN	1	-	-	-
"lrp"	"yiaT"	0.72	0.82	NaN	1	-	-	-
"lrp"	"yiaU"	-0.06	0.41	NaN	-1	-	-	-
"lrp"	"aldB"	0.32	1.45	NaN	1	-	-	-
"lrp"	"yiaY"	1.12	0.43	NaN	1	-	-	-
"lrp"	"selB"	-0.30	0.50	NaN	-1	-	-	-
"lrp"	"selA"	0.10	0.29	NaN	1	-	-	-
"lrp"	"yibF"	0.49	0.51	NaN	1	-	-	-
"lrp"	"yibG"	1.34	0.00	NaN	1	-	-	-
"lrp"	"mtlA"	0.15	0.67	NaN	1	-	-	-
"lrp"	"mtlD"	0.23	0.51	NaN	1	-	-	-
"lrp"	"yibT"	0.44	0.46	NaN	1	-	-	-
"lrp"	"yibL"	0.63	0.92	NaN	1	-	-	-
"lrp"	"lldP"	0.45	0.34	NaN	1	-	-	-
"lrp"	"cysE"	0.35	0.77	NaN	1	-	-	-
"lrp"	"gpsA"	-0.36	0.91	NaN	-1	-	-	-
"lrp"	"secB"	0.01	0.18	NaN	1	-	-	-
"lrp"	"grxC"	0.10	0.15	NaN	1	-	-	-
"lrp"	"yibN"	-0.05	0.13	NaN	-1	-	-	-
"lrp"	"gpmM"	0.24	0.24	NaN	1	-	-	-
"lrp"	"envC"	0.12	0.38	NaN	1	-	-	-
"lrp"	"waaH"	0.06	0.74	NaN	1	-	-	-
"lrp"	"kbl"	-1.76	1.33	NaN	-1	-	-	-
"lrp"	"htrL"	-0.03	0.25	NaN	-1	-	-	-
"lrp"	"rfaD"	0.35	0.10	NaN	1	-	-	-
"lrp"	"waaF"	-0.05	0.42	NaN	-1	-	-	-
"lrp"	"waaU"	-0.09	0.82	NaN	-1	-	-	-
"lrp"	"waaZ"	-0.52	1.06	NaN	-1	-	-	-
"lrp"	"waaY"	-0.07	0.22	NaN	-1	-	-	-
"lrp"	"waaG"	-0.30	0.23	NaN	-1	-	-	-
"lrp"	"waaQ"	-0.13	0.17	NaN	-1	-	-	-
"lrp"	"rirA"	-0.22	0.49	NaN	-1	-	-	-
"lrp"	"waaA"	-0.02	0.08	NaN	-1	-	-	-
"lrp"	"mutM"	0.51	0.45	NaN	1	-	-	-
"lrp"	"rpmG"	-0.47	0.41	NaN	-1	-	-	-
"lrp"	"rpmB"	-0.62	0.37	NaN	-1	-	-	-
"lrp"	"yicR"	0.11	0.41	NaN	1	-	-	-
"lrp"	"dfp"	0.09	0.36	NaN	1	-	-	-
"lrp"	"dut"	0.01	0.29	NaN	1	-	-	-
"lrp"	"pyrE"	0.05	0.09	NaN	1	-	-	-
"lrp"	"rph"	-0.38	0.52	NaN	-1	-	-	-
"lrp"	"yicC"	0.33	0.32	NaN	1	-	-	-
"lrp"	"dinD"	-0.19	0.47	NaN	-1	-	-	-
"lrp"	"ligB"	0.39	0.56	NaN	1	-	-	-
"lrp"	"gmk"	0.18	0.42	NaN	1	-	-	-
"lrp"	"rpoZ"	0.48	0.57	NaN	1	-	-	-
"lrp"	"spoT"	-0.24	0.60	NaN	-1	-	-	-
"lrp"	"trmH"	-0.80	1.33	NaN	-1	-	-	-
"lrp"	"gltS"	-0.14	0.38	NaN	-1	-	-	-
"lrp"	"xanP"	-0.56	1.36	NaN	-1	-	-	-
"lrp"	"yicH"	0.36	0.51	NaN	1	-	-	-
"lrp"	"selC"	0.50	0.49	NaN	1	-	-	-
"lrp"	"yicJ"	-0.50	0.65	NaN	-1	-	-	-
"lrp"	"setC"	0.39	0.44	NaN	1	-	-	-
"lrp"	"nlpA"	0.01	0.27	NaN	1	-	-	-
"lrp"	"nepI"	-0.27	0.24	NaN	-1	-	-	-
"lrp"	"yicN"	0.41	0.73	NaN	1	-	-	-
"lrp"	"adeQ"	0.10	0.21	NaN	1	-	-	-
"lrp"	"adeD"	-0.37	0.46	NaN	-1	-	-	-
"lrp"	"uhpT"	0.10	0.39	NaN	1	-	-	-
"lrp"	"uhpA"	-0.47	0.07	NaN	-1	-	-	-
"lrp"	"ilvB"	-1.30	0.96	NaN	-1	-	-	-
"lrp"	"ivbL"	-0.52	0.31	NaN	-1	-	-	-
"lrp"	"istR-2"	-0.65	0.69	NaN	-1	-	-	-
"lrp"	"tisB"	0.13	0.49	NaN	1	-	-	-
"lrp"	"tisA"	-0.06	0.16	NaN	-1	-	-	-
"lrp"	"emrD"	-2.83	0.69	NaN	-1	-	-	-
"lrp"	"yidF"	-0.51	0.29	NaN	-1	-	-	-
"lrp"	"yidI"	0.30	0.83	NaN	1	-	-	-
"lrp"	"yidG"	0.10	0.51	NaN	1	-	-	-
"lrp"	"yidL"	-0.30	0.13	NaN	-1	-	-	-
"lrp"	"yidE"	0.18	0.29	NaN	1	-	-	-
"lrp"	"ibpB"	0.81	1.82	NaN	1	-	-	-
"lrp"	"ibpA"	0.74	1.29	NaN	1	-	-	-
"lrp"	"yidQ"	0.05	0.45	NaN	1	-	-	-
"lrp"	"cbrA"	0.05	0.75	NaN	1	-	-	-
"lrp"	"yidR"	0.03	0.95	NaN	1	-	-	-
"lrp"	"dgoR"	0.46	0.51	NaN	1	-	-	-
"lrp"	"yidA"	-0.14	0.10	NaN	-1	-	-	-
"lrp"	"yidB"	0.45	0.26	NaN	1	-	-	-
"lrp"	"gyrB"	0.27	0.09	NaN	1	-	-	-
"lrp"	"recF"	-0.15	0.17	NaN	-1	-	-	-
"lrp"	"dnaN"	-0.30	0.53	NaN	-1	-	-	-
"lrp"	"dnaA"	-0.29	0.27	NaN	-1	-	-	-
"lrp"	"rpmH"	-0.17	0.34	NaN	-1	-	-	-
"lrp"	"rnpA"	-0.34	0.78	NaN	-1	-	-	-
"lrp"	"mnmE"	-0.23	0.59	NaN	-1	-	-	-
"lrp"	"tnaC"	-1.03	1.63	NaN	-1	-	-	-
"lrp"	"yieE"	0.00	0.16	NaN	-1	-	-	-
"lrp"	"yieH"	-0.02	0.07	NaN	-1	-	-	-
"lrp"	"cbrB"	0.12	1.57	NaN	1	-	-	-
"lrp"	"yieK"	-0.03	0.20	NaN	-1	-	-	-
"lrp"	"bglG"	-0.73	0.06	NaN	-1	-	-	-
"lrp"	"phoU"	0.00	0.26	NaN	1	-	-	-
"lrp"	"pstB"	-0.14	0.44	NaN	-1	-	-	-
"lrp"	"pstC"	-0.46	0.74	NaN	-1	-	-	-
"lrp"	"pstS"	-0.05	0.49	NaN	-1	-	-	-
"lrp"	"glmS"	0.02	0.29	NaN	1	-	-	-
"lrp"	"glmU"	0.12	0.32	NaN	1	-	-	-
"lrp"	"atpC"	-0.53	0.54	NaN	-1	-	-	-
"lrp"	"atpD"	-0.36	0.80	NaN	-1	-	-	-
"lrp"	"atpG"	-0.71	1.12	NaN	-1	-	-	-
"lrp"	"atpA"	-0.68	1.34	NaN	-1	-	-	-
"lrp"	"atpH"	-0.41	1.18	NaN	-1	-	-	-
"lrp"	"atpF"	-0.67	0.80	NaN	-1	-	-	-
"lrp"	"atpE"	-0.47	1.03	NaN	-1	-	-	-
"lrp"	"atpB"	-0.54	0.66	NaN	-1	-	-	-
"lrp"	"atpI"	-0.35	0.42	NaN	-1	-	-	-
"lrp"	"rsmG"	-0.02	0.27	NaN	-1	-	-	-
"lrp"	"mnmG"	-0.47	0.50	NaN	-1	-	-	-
"lrp"	"mioC"	0.17	0.36	NaN	1	-	-	-
"lrp"	"asnC"	0.42	0.44	NaN	1	-	-	-
"lrp"	"asnA"	1.13	0.80	NaN	1	-	-	-
"lrp"	"kup"	-0.07	0.44	NaN	-1	-	-	-
"lrp"	"ravA"	0.17	0.37	NaN	1	-	-	-
"lrp"	"rbsD"	-0.91	1.08	NaN	-1	-	-	-
"lrp"	"rbsB"	-0.15	0.41	NaN	-1	-	-	-
"lrp"	"rbsK"	0.00	0.17	NaN	1	-	-	-
"lrp"	"hsrA"	0.05	0.26	NaN	1	-	-	-
"lrp"	"yieP"	-0.08	0.18	NaN	-1	-	-	-
"lrp"	"rrsC"	2.45	0.20	NaN	1	-	-	-
"lrp"	"aspT"	-0.63	0.93	NaN	-1	-	-	-
"lrp"	"trpT"	0.15	0.35	NaN	1	-	-	-
"lrp"	"hdfR"	0.49	0.61	NaN	1	-	-	-
"lrp"	"maoP"	-0.02	0.46	NaN	-1	-	-	-
"lrp"	"ilvL"	0.12	1.18	NaN	1	-	-	-
"lrp"	"yifB"	0.35	0.83	NaN	1	-	-	-
"lrp"	"ilvX"	-0.92	0.18	NaN	-1	-	-	-
"lrp"	"ilvG_1"	-0.62	0.23	NaN	-1	-	-	-
"lrp"	"ilvM"	1.09	1.19	NaN	1	-	-	-
"lrp"	"ilvE"	0.29	0.26	NaN	1	-	-	-
"lrp"	"ilvD"	0.11	0.25	NaN	1	-	-	-
"lrp"	"ilvA"	-0.19	0.50	NaN	-1	-	-	-
"lrp"	"ilvY"	0.29	0.18	NaN	1	-	-	-
"lrp"	"ilvC"	0.02	0.84	NaN	1	-	-	-
"lrp"	"ppiC"	-0.05	0.44	NaN	-1	-	-	-
"lrp"	"rep"	-0.59	0.59	NaN	-1	-	-	-
"lrp"	"gpp"	0.07	0.25	NaN	1	-	-	-
"lrp"	"rhlB"	0.00	0.04	NaN	1	-	-	-
"lrp"	"trxA"	0.15	0.63	NaN	1	-	-	-
"lrp"	"rhoL"	-0.16	0.56	NaN	-1	-	-	-
"lrp"	"rho"	-0.48	0.42	NaN	-1	-	-	-
"lrp"	"rfe"	0.18	0.19	NaN	1	-	-	-
